Unidade,Segmento,Família,Código Produto,Produto Descontinuado,UF Origem,Data,Substituto Direto,Indicação,Subs. Troca Expressa
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580135,GRAVADOR DIG.DE VIDEO NVD 1416,AM,set.-23,4580787 - NVD 1416 AM - GRAVADOR DIGITAL DE VÍDEO EM REDE - 16 CANAIS - 4K - ATÉ 01 HD - LGPD - H.265+,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580924,GRAVADOR DIG.DE VIDEO NVD 3316,AM,set.-23,"4580783 - NVD 3316 AM - GRAVADOR DIGITAL DE VÍDEO EM REDE - 16 CANAIS - 4K - RECONHECIMENTO FACIAL, DETECÇÃO INTELIGENTE DE PESSOAS E VEÍCULOS, LINHA E CERCA VIRTUAL, LEITURA DE PLACAS - ENTRADAS E SAÍDAS DE ALARME - ATÉ 01 HD - LGPD - H.265+",-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580925,GRAVADOR DIG.DE VIDEO NVD 3316 C/HD 1TB,AM,set.-23,"4580802 - NVD 3316 c/HD 1TB AM - GRAVADOR DIGITAL DE VÍDEO EM REDE - 16 CANAIS - 4K - RECONHECIMENTO FACIAL, DETECÇÃO INTELIGENTE DE PESSOAS E VEÍCULOS, LINHA E CERCA VIRTUAL, LEITURA DE PLACAS - ENTRADAS E SAÍDAS DE ALARME - ATÉ 01 HD - LGPD - H.265+",-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580926,GRAVADOR DIG.DE VIDEO NVD 3316 C/HD 2TB,AM,set.-23,"4580792 - NVD 3316 c/HD 2TB AM - GRAVADOR DIGITAL DE VÍDEO EM REDE - 16 CANAIS - 4K - RECONHECIMENTO FACIAL, DETECÇÃO INTELIGENTE DE PESSOAS E VEÍCULOS, LINHA E CERCA VIRTUAL, LEITURA DE PLACAS - ENTRADAS E SAÍDAS DE ALARME - ATÉ 01 HD - LGPD - H.265+",-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Iluminacao de Emergencia,4620000,DETECTOR FUMACA AUTONOMO DFA 620,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Iluminacao de Emergencia,4630031,LUMINARIA DE EMERGENCIA AUTONOMA LEA 30,SC,set.-23,4630013 -LUMINARIA EMERGENCIA AUTONOMA LEA 31                        ,4630013 -LUMINARIA EMERGENCIA AUTONOMA LEA 31                        ,4630013 -LUMINARIA EMERGENCIA AUTONOMA LEA 31                        
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671007,Fechadura ELETROIMA FE150 12V C/ SENSOR PRATA,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671029,Fechadura ELETROIMA FE150 12V C/ KT 740 INOX,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671030,FECHADURA ELETROIMÃ FS150 12V C/ KT 740 PRATA,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671031,FECHADURA ELETROIMÃ FS150 12V C/ KT 741 INOX,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671032,FECHADURA ELETROIMÃ FS150 12V C/ KT 741 PRATA,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671049,SUPORTE FECHADURA FS150 PRETO ATM S/ QUEBRA VIDRO,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671050,SUPORTE FECHADURA FS150 PRATA ATM S/ QUEBRA VIDRO,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671063,SUPORTE FECHADURA FS150 PRATA ATM C/ QUEBRA VIDRO,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671065,SUPORTE FECHADURA FS150 BANRISUL ALUMINIO PRETO ATM,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671073,SUPORTE FECHADURA FS150 PRATA ATM C/ QUEBRA VIDRO C/ BOTAO P,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4673001,Fechadura MECANICA TETRA FM200,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4675004,CHAVE PACRI NA/NF,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4675009,ACIONADOR DE SAÍDA ATM AMARELO (NA) 31127 M4F T4C E3S,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4678006,INFORMATIVO ATM PLACA INFORMATIVA DE ACRILICO EM BRAILE,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4678007,INFORMATIVO ATM ADESIVO APOS AS 22:00... BB,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4680252,PLACA ATM + BUZZER PLACA ATM + BUZZER,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4680253,CONTROLADOR DE ACESSO ATM PRATA,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4680254,CONTROLADOR DE ACESSO ATM PRETA,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4680255,CONTROLADOR DE ACESSO ATM CINZA,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4780038,EXTENSOR E DIVISOR HDMI + USB TX E RX VEX 3060 KVM,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controle de Acesso Corporativo,4910015,EXPOSITOR MALETA CONTROLE DE ACESSO CORPORATIVO,SC,set.-23,4910094 - EXPOSITOR MALETA CONTROLE DE ACESSO CORPORATIVO,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4010061,HEADSET CHS 60 MONO USB,SC,ago.-23,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4111001,CABO COAXIAL DLC58 10M CONECTORES N-TNC-CCX 1001,SC,ago.-23,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4111002,CABO COAXIAL DLC58 10M CONECTORES N-SMA-CCX 1002,SC,ago.-23,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4113117,ANTENA CELULAR YAGI 700-960MHZ - AC 3117,SC,ago.-23,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4114417,ANTENA CELULAR YAGI 1710-2700MHZ -AC 4417,SC,ago.-23,-,-,-
CONSUMO,Comunicacao HO,Perifericos de TV,4141004,ANTENA DE TV INTERNA UHF/VHF/HDTV AI 2021,SC,ago.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564064,CAMERA TV IP BULLET VIP 1130 B G4,AM,ago.-23,-,4564066 - Câmera Bullet VIP 1230 B G4,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564065,CAMERA TV IP DOME VIP 1130 D G4,AM,ago.-23,-,4564067 - Câmera Dome VIP 1230 D G4,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580215,Monitor Touch Screen CP4 - Sis.Rast.Veicular,SC,ago.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600147,CABO EXTENSOR ALARME MVD,SC,ago.-23,-,-,-
REDES,Redes Empresariais,Radios Banda Larga,4750040,ROTEADOR DIGITAL S/ FIO 5GHZ 20DBI - APC 5A-20,SC,ago.-23,4750103 - ROTEADOR DIGITAL S/ FIO 5GHZ 23DBI E 20DBI - APC 5A-20,-,4750103 - ROTEADOR DIGITAL S/ FIO 5GHZ 23DBI E 20DBI - APC 5A-20
REDES,Redes Empresariais,Radios Banda Larga,4750066,ROTEADOR DIGITAL S/FIO 5GHZ E 18DBI GIGA V3 APC 5A-90,SC,ago.-23,4750104 - ROTEADOR DIGITAL S/FIO 5GHZ 20DBI GIGA V3 - APC 5A-90,-,4750104 - ROTEADOR DIGITAL S/FIO 5GHZ 20DBI GIGA V3 - APC 5A-90
REDES,Redes Empresariais,Wifi Empresarial,4750114,ROTEADOR ACCESS POINT CORPORATIVO BSPRO 1350-S,SC,ago.-23,-,-,-
REDES,Redes Empresariais,Wifi Empresarial,4750192,ROTEADOR ACCESS POINT CORPORATIVO AP 1350 AC-S,SC,ago.-23,4750064 - ROTEADOR ACCESS POINT CORPORATIVO S/FIO AP 1350 AC-S,-,4750064 - ROTEADOR ACCESS POINT CORPORATIVO S/FIO AP 1350 AC-S
ENERGIA,Fontes,Fontes Corporativas,4820040,"CONVERSOR AUTOMATICO AC/DC 12,8V 1A EF 1201L",SC,ago.-23,"4820044 - CONVERSOR AUT AC/DC 12,8V 1 A EF1201L",-,"4820044 - CONVERSOR AUT AC/DC 12,8V 1 A EF1201L"
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4841042,Inversor EGT 10000 MAX,SC,ago.-23,-,-,-
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4841066,Microinversor EGT 1200 Micro 220V,SC,ago.-23,-,-,-
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4841067,Microinversor EGT 600 Micro 220V,SC,ago.-23,-,-,-
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4842513,Microinversor Fotovoltaico 500W 127V EGT500 Micro 127V,SC,ago.-23,-,-,-
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847037,Inversor 2KWp EGT 2000 LITE G2,SC,ago.-23,-,-,-
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847038,Inversor 3KWp EGT 3000 LITE G2,SC,ago.-23,-,-,-
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4848756,PARAFUSO T M10X20MM P/ SISTEMAS FOTOVOLTAICOS,SC,ago.-23,-,-,-
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849595,Módulo Fotovoltaico Monocristalino EMSB 535M HC,SC,ago.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4292000,Vídeo Conferência USB 4K MICROFONE WIRELESS A EVC 2000,SC,jul.-23,4290047 - Vídeo Conferência USB 4K MICROFONE WIRELESS A EVC 2000 G2   ,4290047 - Vídeo Conferência USB 4K MICROFONE WIRELESS A EVC 2000 G2   ,4290047 - Vídeo Conferência USB 4K MICROFONE WIRELESS A EVC 2000 G2   
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4560037,VHD 3120 B - G7 - MULTI-HD®,AM,jul.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4565125,VHD CONTROL,SC,jul.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565344,VHD 1220 FULL COLOR - FULL HD - MULTI-HD®,AM,jul.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565345,VHD 1220 D FULL COLOR - FULL HD - MULTI-HD®,AM,jul.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565351,VHD 3220 D A G6,AM,jul.-23,4560042 - CAMERA DE TV P/SIST. DE SEGURANCA DOME VHD 3220 D A G6	,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4570100,TESTER 1000 P - TESTADOR PARA MEDIÇÃO DE CORRENTE E TENSÃO,SC,jul.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4570102,VTOOLS 1000 CF,SC,jul.-23,-,-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4700018,INJETOR CONVERSOR POE PASSIVO FAST ETHERNET -POE 4805 PF,SC,jul.-23,-,-,-
REDES,Redes Opticas,Roteadores,4750128,ROTEADOR WIRELESS S/FIO 2.4 E 5GHZ RX 1500,SC,jul.-23,4750134 -ROTEADOR WIRELESS W6-1500                                   ,-,4750134 -ROTEADOR WIRELESS W6-1500                                   
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760017,SWITCH 8 PORTAS GIGA - SG 800 Q+,SC,jul.-23,4760079 -SWITCH NAO GERENCIAVEL 8P SG 800 Q+ CKD                     ,4760079 -SWITCH NAO GERENCIAVEL 8P SG 800 Q+ CKD                     ,4760079 -SWITCH NAO GERENCIAVEL 8P SG 800 Q+ CKD                     
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760034,SWITCH 24 PORTAS FAST ETHERNET SF 2400 QR+,SC,jul.-23,4760022 -SWITCH NAO GERENCIAVEL 24P SKD SG 2400 QR+                  ,4760079 -SWITCH NAO GERENCIAVEL 8P SG 800 Q+ CKD                     ,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4390160,CENTRAL ALARME INTELBRAS ANM 2003,MG,jun.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4390193,CENTRAL ALARME INTELBRAS ANM 3004 ST,MG,jun.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543520,CENTRAL ALARME INTELBRAS ANM 2003 COM BATERIA,MG,jun.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543563,SISTEMA DE ALARME S/ FIO CONTRA ROUBO AMT 8000,MG,jun.-23,-,-,-
SEGURANCA ELETRONICA,Sensores,Sensores,4543580,SISTEMA DE ALARME S/ FIO CONTRA ROUBO AMT 8000 SLIM,MG,jun.-23,-,-,-
REDES,Redes Empresariais,Wifi Empresarial,4750043,ROTEADOR ACCESS POINT CORPORATIVO S/FIO BSPRO 1350-S,SC,jun.-23,-,4750064 - ROTEADOR ACCESS POINT CORPORATIVO S/FIO AP 1350 AC-S        ,4750064 - ROTEADOR ACCESS POINT CORPORATIVO S/FIO AP 1350 AC-S        
REDES,Redes Empresariais,Wifi Empresarial,4750119,Roteador/Access Point BSPRO 360,SC,jun.-23,-,4750009 - ROTEADOR /ACCESS POINT AP 360           ,4750009 - ROTEADOR /ACCESS POINT AP 360           
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4010011,Headset Bluetooth Focus Style Black                         ,SC,mai.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4010012,Headset Bluetooth Focus Style Gold                          ,SC,mai.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4010013,HEADSET BLUETOOTH FOCUS PRO ANC,SC,mai.-23,-,-,-
CONSUMO,Comunicacao Corporativa,Perifericos de Informatica,4290720,Vídeo Conferência USB CAM-720P,SC,mai.-23,4290721 - Webcam CAM HD 720p ,-,4290721 - Webcam CAM HD 720p 
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564061,CAMERA TV IP DOME VIP 1130 D G3,AM,mai.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564062,CAMERA DE TV IP BULLET VIP 1230 B G3,AM,mai.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564063,CAMERA TV IP DOME VIP 1230 D G3,AM,mai.-23,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Iluminacao de Emergencia,4631200,BLOCO DE ILUMINAÇÃO AUTÔNOMO BLA 1200,SC,mai.-23,4630012 - Bloco de Iluminação Autônomo BLA 1202    ,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Iluminacao de Emergencia,4632200,BLOCO DE ILUMINAÇÃO AUTÔNOMO BLA 2200,SC,mai.-23,4630011 - Bloco de Iluminação Autônomo BLA 2202    ,-,-
COMUNICACAO,Comunicacao Corporativa,-,9970245,COMBO TECLADO E MOUSE CSI 50 + HEADSET FOCUS STYLE GOLD,SC,mai.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,-,9010145,Locação Conferência - 36x - Videoconferencia EVC 1000       ,SC,mai.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671600,Fechadura Eletroimã Prata FE 10600,SC,abr.-23,4670009 - Fechadura Eletroima FE 10600 v2 Prata,-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760048,SWITCH 9 PORTAS FAST COM 8 PORTAS POE+ SF 900 HI-POE,SC,abr.-23,4760040 - SWITCH NAO GERENCIAVEL 9P SKD SF 900 HI-POE                 ,-,4760040 - SWITCH NAO GERENCIAVEL 9P SKD SF 900 HI-POE                 
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760051,SWITCH FAST 5 PORTAS FAST COM 4 PORTAS POE SF 500 HI-POE,SC,abr.-23,4760069 - SWITCH 5 PORTAS FAST COM 4 PORTAS POE SF 500 HI-POE SKD     ,-,4760069 - SWITCH 5 PORTAS FAST COM 4 PORTAS POE SF 500 HI-POE SKD     
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760052,SWITCH 16P FAST POE 2P GIGA 2P SFP COMBO SF 1822 HI-POE,SC,abr.-23,4760070 - SWITCH 16P FAST POE 2P GIGA 2P SFP COMBO SKD SF 1822 HI-POE ,-,4760070 - SWITCH 16P FAST POE 2P GIGA 2P SFP COMBO SKD SF 1822 HI-POE 
REDES,Redes Empresariais,Switches Gerenciaveis,4760056,SWITCH GERENCIAVEL POE 24P GIGA + 4P SFP -SG 2404D POE MAX,SC,abr.-23,4760021 - SWITCH GERENCIAVEL 24P SKD SG2404D POE MAX                  ,-,4760021 - SWITCH GERENCIAVEL 24P SKD SG2404D POE MAX                  
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4849007,Inversor de Tensão Modificada 600W 12Vcc p/ 127Vac IMD601   ,SC,abr.-23,-,-,-
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4849008,Inversor de Tensão Modificada 600W 12Vcc p/ 220Vac IMD602   ,SC,abr.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4390164,CENTRAL ALARME INTELBRAS AMT 2010,MG,mar.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4400401,PLACA 4 RAMAIS MISTOS (1RD/3RA) CT TELEFONICA UNNITI 1000,SC,mar.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Condominial,Sistemas de Interfonia Audio e Video IP,4505001,TERMINAL INTERNO VIDEO PORTEIRO IP - TVIP2000HF BLACK PIANO ,SC,mar.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Condominial,Sistemas de Interfonia Audio e Video IP,4505002,TERMINAL INTERNO VIDEO PORTEIRO IP - TVIP2000HF BRANCO      ,SC,mar.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Condominial,Sistemas de Interfonia Audio e Video IP,4505200,"Conversor Aut AC/DC 24 V 2,5 A                              ",SC,mar.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Condominial,Sistemas de Interfonia Audio e Video IP,4505400,SUPORTE PLÁSTICO MOD EXT VÍDEO PORTEIRO - PVIP1000          ,SC,mar.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Condominial,Sistemas de Interfonia Audio e Video IP,4505500,CENTRALIZADOR DE COMUTACAO IP - CVIP1000                    ,SC,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543517,CENTRAL ALARME CONTRA ROUBO INTELBRAS AMT 4010 SMART NET,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543554,CENTRAL ALARME INTRUSAO AMT 1016 NET COM BATERIA,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543556,CENTRAL ALARME INTRUSAO AMT 2118 EG COM BATERIA,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4544010,SHOW ROOM ALARME MONITORADO AMT 4010 SMART,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Cercas Eletricas,4550007,CERCA ELETRICA INTELBRAS ELC 5001 COM BATERIA,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Cercas Eletricas,4550008,Cerca Elétrica Intelbras ELC 5002 High Power com Bateria,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Cercas Eletricas,4550009,Cerca Elétrica Intelbras ELC 5003 High Power com Bateria,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Cercas Eletricas,4550010,CERCA ELETRICA INTELBRAS ELC 5112,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Cercas Eletricas,4550011,CERCA ELETRICA INTELBRAS ELC 5112 COM BATERIA,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4560031,VHD 1015 B - G7 - MULTI HD®,AM,mar.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4560034,VHD 1015 D - G7 - MULTI-HD®,AM,mar.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563141,CAMERA VIDEO SPEED DOME VIP 3220 SD IR,AM,mar.-23,-,-,4563143 - VIP 3225 SD IR IA
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4568002,MIC 1050,SC,mar.-23,-,-,-
REDES,Cabos Opticos,Cabos Metalicos,4568041,Capa p/ conector CONEX 1000 RJ45 Cat5e - 10 UNID,SC,mar.-23,-,-,-
REDES,Cabos Opticos,Cabos Metalicos,4568042,Capa p/ conector CONEX 1000 RJ45 Cat6 - 10 UNID,SC,mar.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4810028,VB 3004 WP - 4K - MULTI-HD®,SC,mar.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4811004,VB 1004 WP,SC,mar.-23,-,-,-
ENERGIA,Nobreaks,Nobreak Baixa Potencia,4822303,GABINETE PARA BATERIA GB 0145 12V,SC,mar.-23,-,-,-
ENERGIA,Nobreaks,Nobreak Baixa Potencia,4822304,GABINETE PARA BATERIA GB 0245 24V,SC,mar.-23,-,-,-
ENERGIA,Nobreaks,Nobreak Baixa Potencia,4822305,GABINETE PARA BATERIAS GB 0445 48V,SC,mar.-23,-,-,-
CONSUMO,Energia HO,Sensor de Iluminacao,4823001,INTERRUPTOR SENSOR P/ILUMINACAO ESP 360 A,SC,mar.-23,4823013 - INTERRUPTOR SENSOR DE PRESENÇA PARA ILUMINAÇÃO ESP 360 A,-,4823013 - INTERRUPTOR SENSOR DE PRESENÇA PARA ILUMINAÇÃO ESP 360 A
CONSUMO,Energia HO,Filtro de Linha,4824000,Adaptador de 2 Tomadas e 2 USB - EAC 1002                   ,SC,mar.-23,4824400 - Adaptador Elétrico BRANCO 2 TOMADAS 2 USB - EAC 202   ,-,4824400 - Adaptador Elétrico BRANCO 2 TOMADAS 2 USB - EAC 202   
CONSUMO,Energia HO,Filtro de Linha,4824005,Protetor Eletrônico C/ 5 TOMADAS EPE 1005+ BR,SC,mar.-23,4824200 - Protetor Eletrônico c/ 5 Tomadas - EPE 205 BR       ,-,4824200 - Protetor Eletrônico c/ 5 Tomadas - EPE 205 BR       
CONSUMO,Energia HO,Filtro de Linha,4824006,Protetor Eletrônico c/ 5 Tomadas - EPE 1005+ PT             ,SC,mar.-23,4824201 - Protetor Eletrônico c/ 5 Tomadas - EPE 205 PT         ,-,4824201 - Protetor Eletrônico c/ 5 Tomadas - EPE 205 PT         
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4990280,PLACA CPU AMT 2018,MG,mar.-23,-,-,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4990296,"PLACA FONTE 14,5V/350MA- ANM 2003/ANM2004MF",MG,mar.-23,-,-,-
CONTROLE DE ACESSOS,CONTROLE DE ACESSO CORPORATIVO,Controle de Acesso Corporativo,1950488,SUPORTE P/CONTROLADOR DE ACESSO FACIAL SC 3000 UN FT        ,SC,fev.-23,4680032 SUPORTE P/CONTROLADOR DE ACESSO FACIAL SC 3000,-,4680032 - SUPORTE P/CONTROLADOR DE ACESSO FACIAL SC 3000
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4000635,Telefone IP - TIP 635G                                      ,SC,fev.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4060425,TELEFONE IP - TIP 425 INTELBRAS                             ,SC,fev.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4065502,Telefone IP V5502,SC,fev.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4310002,TERMINAL INTELIGENTE TI5000,SC,fev.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4310003,TERMINAL ANALOGICO TI 830 I,SC,fev.-23,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de imagem,NVR,4580937,Gravador Dig. de Vídeo NVD 3316-P c/HD 3TB                  ,AM,fev.-23,-,4581059 - NVD 1408-P C/HD 2TB,-
SEGURANCA ELETRONICA,Gerenciamento de imagem,NVR,4581055,"NVD 1404-P c/ 3TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 4 CANAIS. GRAVAÇÃO EM 4K, COM 04 PORTAS POE, H.265+, LGPD, PROTOCOLOS DE REDE, PROTOCOLO RTMP, NOVA INTERFACE GRÁFICA, SUPORTE A HD DE ALTA CAPACIDADE.       ",AM,fev.-23,-,4581054 - NVD 1404-P C/HD 2TB,-
SEGURANCA ELETRONICA,Gerenciamento de imagem,NVR,4581056,"NVD 1404-P c/ 4TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 4 CANAIS. GRAVAÇÃO EM 4K, COM 04 PORTAS POE, H.265+, LGPD, PROTOCOLOS DE REDE, PROTOCOLO RTMP, NOVA INTERFACE GRÁFICA, SUPORTE A HD DE ALTA CAPACIDADE",AM,fev.-23,-,4581054 - NVD 1404-P C/HD 2TB,-
SEGURANCA ELETRONICA,Gerenciamento de imagem,NVR,4581060,"NVD 1408P c/ 3TB - NOVO GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 8 CANAIS. GRAVAÇÃO EM 4K, COM 4 PORTAS POE, H.265+, LGPD, PROTOCOLOS DE REDE, PROTOCOLO RTMP, NOVA INTERFACE GRÁFICA, SUPORTE A HD DE ALTA CAPACIDADE      ",AM,fev.-23,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de imagem,NVR,4581061,GRAVADOR DIG.DE VIDEO NVD 1408P C/HD 4TB AM,AM,fev.-23,-,4581059 - NVD 1408-P C/HD 2TB,-
